person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
27,83000,MORTGAGE,,VENTURE,A,8800,8.49,0,0.11,N,9
31,83000,MORTGAGE,11.0,MEDICAL,A,7500,,0,0.09,N,6
29,83000,MORTGAGE,5.0,VENTURE,A,7500,,0,0.09,N,10
35,83000,MORTGAGE,17.0,HOMEIMPROVEMENT,D,15000,,0,0.18,N,6
35,83004,MORTGAGE,6.0,HOMEIMPROVEMENT,A,15000,,0,0.18,N,7
28,24000,RENT,,PERSONAL,C,3000,15.23,0,0.13,Y,7
30,24000,RENT,8.0,PERSONAL,A,3000,,1,0.13,N,6
30,25000,RENT,0.0,DEBTCONSOLIDATION,A,3000,,0,0.12,N,7
34,25200,RENT,,VENTURE,A,3000,7.66,0,0.12,N,8
27,25200,RENT,,PERSONAL,D,3000,15.58,1,0.12,Y,6
30,84000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,6000,,0,0.07,N,6
28,25596,RENT,12.0,VENTURE,B,3000,,0,0.12,N,9
28,62000,RENT,2.0,EDUCATION,C,12000,,0,0.19,N,10
28,62500,RENT,3.0,DEBTCONSOLIDATION,A,12000,,0,0.19,N,7
29,84000,MORTGAGE,8.0,VENTURE,A,10000,,0,0.12,N,8
33,65000,RENT,17.0,VENTURE,C,12000,,0,0.18,N,8
27,65000,RENT,0.0,PERSONAL,B,12000,,0,0.18,N,5
28,67000,RENT,3.0,HOMEIMPROVEMENT,B,12000,,0,0.18,N,5
28,67000,RENT,,EDUCATION,A,12000,,0,0.18,N,7
31,68000,RENT,0.0,MEDICAL,B,12000,,0,0.18,N,6
31,70000,RENT,8.0,HOMEIMPROVEMENT,A,12000,,0,0.17,N,6
27,37404,OWN,,HOMEIMPROVEMENT,A,6000,5.42,0,0.16,N,6
29,71000,RENT,1.0,MEDICAL,C,12000,,0,0.17,N,5
30,37200,OWN,,VENTURE,A,10000,6.03,0,0.27,N,10
31,85000,MORTGAGE,9.0,VENTURE,D,16000,,0,0.19,Y,10
34,85000,MORTGAGE,,HOMEIMPROVEMENT,B,6500,9.63,0,0.08,N,7
27,40800,RENT,,MEDICAL,C,3000,13.48,0,0.07,Y,5
32,41000,RENT,17.0,MEDICAL,C,3000,,0,0.07,Y,7
35,36000,RENT,2.0,PERSONAL,D,3000,,1,0.08,N,10
27,42000,RENT,6.0,DEBTCONSOLIDATION,C,3000,,0,0.07,Y,7
33,62050,MORTGAGE,17.0,MEDICAL,D,20000,,1,0.27,Y,8
29,76663,RENT,9.0,EDUCATION,A,12000,,0,0.16,N,9
29,85200,MORTGAGE,5.0,MEDICAL,C,8900,,0,0.1,Y,6
29,85500,MORTGAGE,3.0,EDUCATION,A,9500,,0,0.11,N,9
35,86000,OWN,5.0,MEDICAL,B,18000,,0,0.21,N,6
29,86000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,8400,,0,0.1,N,10
30,86000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,10000,,0,0.12,N,10
27,86399,MORTGAGE,7.0,PERSONAL,A,2250,,0,0.03,N,6
28,86400,MORTGAGE,,DEBTCONSOLIDATION,A,5000,7.9,0,0.06,N,8
27,86625,MORTGAGE,3.0,HOMEIMPROVEMENT,A,14825,,0,0.17,N,9
30,85000,RENT,2.0,HOMEIMPROVEMENT,C,12000,,0,0.14,N,6
30,36000,OWN,5.0,VENTURE,A,4800,,0,0.13,N,6
27,87360,MORTGAGE,,HOMEIMPROVEMENT,B,7000,10.36,0,0.08,N,6
30,87580,OWN,15.0,MEDICAL,A,4700,,0,0.05,N,7
29,76000,MORTGAGE,4.0,HOMEIMPROVEMENT,E,20000,,1,0.26,Y,8
30,89900,MORTGAGE,5.0,VENTURE,C,20000,,0,0.22,Y,9
29,108000,RENT,1.0,EDUCATION,D,12000,,1,0.11,N,9
27,120000,RENT,4.0,DEBTCONSOLIDATION,A,12000,,0,0.1,N,5
31,90000,MORTGAGE,6.0,MEDICAL,B,18000,,0,0.2,N,8
27,90000,MORTGAGE,12.0,EDUCATION,A,20000,,0,0.22,N,6
31,90000,MORTGAGE,5.0,VENTURE,A,17000,,0,0.19,N,10
30,90000,MORTGAGE,4.0,VENTURE,C,8000,,0,0.09,Y,9
30,72000,RENT,12.0,EDUCATION,A,12400,,0,0.17,N,5
28,35000,RENT,2.0,EDUCATION,C,12500,,1,0.36,N,10
27,37440,RENT,7.0,PERSONAL,B,2800,,0,0.07,N,9
29,40000,RENT,,DEBTCONSOLIDATION,A,2800,,0,0.07,N,5
28,45000,RENT,3.0,EDUCATION,C,2800,,0,0.06,N,8
31,78000,MORTGAGE,0.0,EDUCATION,A,5000,,1,0.06,N,5
27,90000,MORTGAGE,4.0,PERSONAL,A,15000,,0,0.17,N,6
35,18200,RENT,4.0,MEDICAL,B,2725,,0,0.15,N,8
30,15000,RENT,,HOMEIMPROVEMENT,A,2700,7.29,1,0.18,N,5
29,40800,RENT,,VENTURE,B,2700,11.71,0,0.07,N,7
27,78300,MORTGAGE,11.0,HOMEIMPROVEMENT,B,9000,,1,0.11,N,5
34,91000,MORTGAGE,19.0,VENTURE,B,15000,,0,0.16,N,10
29,15000,RENT,,DEBTCONSOLIDATION,D,2600,16.29,1,0.17,N,10
32,32000,RENT,1.0,VENTURE,E,2600,,1,0.08,N,6
31,92000,MORTGAGE,6.0,VENTURE,A,6000,,0,0.07,N,8
30,92000,MORTGAGE,9.0,VENTURE,A,5000,,0,0.05,N,10
28,92000,MORTGAGE,0.0,EDUCATION,C,6000,,0,0.07,N,7
32,92000,MORTGAGE,1.0,EDUCATION,B,5000,,0,0.05,N,8
29,92000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,11200,,0,0.12,N,5
29,92000,MORTGAGE,6.0,EDUCATION,B,24000,,0,0.26,N,6
29,15889,RENT,,HOMEIMPROVEMENT,A,2500,6.62,1,0.16,N,9
28,16560,RENT,,PERSONAL,A,2500,6.99,0,0.15,N,10
32,17040,RENT,,EDUCATION,A,2500,7.51,0,0.15,N,10
29,92052,MORTGAGE,6.0,HOMEIMPROVEMENT,A,6500,,0,0.07,N,9
27,92400,MORTGAGE,6.0,HOMEIMPROVEMENT,D,17500,,0,0.19,Y,8
29,81000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,12000,,1,0.15,Y,9
31,93000,OWN,4.0,EDUCATION,B,10000,,0,0.11,N,6
29,98850,RENT,6.0,HOMEIMPROVEMENT,A,12500,,0,0.13,N,9
28,93600,MORTGAGE,,PERSONAL,A,35000,8.49,0,0.37,N,6
27,60000,RENT,6.0,EDUCATION,A,12650,,0,0.21,N,9
27,54000,RENT,1.0,HOMEIMPROVEMENT,F,12750,,1,0.24,Y,7
31,95000,MORTGAGE,,HOMEIMPROVEMENT,A,5000,6.03,0,0.05,N,5
31,50400,RENT,9.0,VENTURE,B,13000,,0,0.26,N,9
28,95000,MORTGAGE,9.0,MEDICAL,C,5000,,0,0.05,Y,7
31,65000,RENT,13.0,MEDICAL,B,13000,,0,0.2,N,8
29,68000,RENT,7.0,HOMEIMPROVEMENT,A,13000,,0,0.19,N,7
33,77000,RENT,7.0,HOMEIMPROVEMENT,D,13000,,0,0.17,N,7
29,96000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,15000,,0,0.16,N,6
29,96000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,10000,,0,0.1,N,5
27,32496,OWN,,VENTURE,B,9200,11.86,0,0.28,N,8
28,96120,MORTGAGE,,VENTURE,B,15000,10.0,0,0.16,N,9
28,44049,RENT,3.0,VENTURE,B,14000,,1,0.32,N,8
27,97200,MORTGAGE,2.0,HOMEIMPROVEMENT,A,5500,,0,0.06,N,8
33,97200,MORTGAGE,4.0,DEBTCONSOLIDATION,B,4000,,0,0.04,N,10
32,52392,RENT,9.0,HOMEIMPROVEMENT,B,14000,,0,0.27,N,10
27,98000,MORTGAGE,,PERSONAL,B,10000,12.69,0,0.1,N,7
31,73100,MORTGAGE,0.0,MEDICAL,E,16000,,1,0.19,Y,6
30,98700,MORTGAGE,12.0,EDUCATION,B,6000,,0,0.06,N,6
33,98784,MORTGAGE,3.0,MEDICAL,B,10000,,0,0.1,N,7
28,99000,OWN,11.0,HOMEIMPROVEMENT,A,8000,,0,0.08,N,7
28,99400,MORTGAGE,6.0,MEDICAL,B,4800,,0,0.05,N,7
27,31200,OWN,,EDUCATION,B,6000,11.71,0,0.19,N,6
27,100000,MORTGAGE,11.0,PERSONAL,A,12000,,0,0.12,N,6
28,100000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,10000,,0,0.1,N,5
32,69000,RENT,2.0,HOMEIMPROVEMENT,D,14000,,1,0.2,Y,6
27,100000,MORTGAGE,11.0,PERSONAL,A,14400,,0,0.14,N,8
32,100000,MORTGAGE,2.0,MEDICAL,C,35000,,0,0.35,N,10
28,100000,MORTGAGE,0.0,EDUCATION,A,3950,,0,0.04,N,5
30,100000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,3600,,0,0.04,N,10
30,100000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,2000,,0,0.02,N,5
35,115000,RENT,2.0,EDUCATION,A,14000,,0,0.12,N,9
34,100000,MORTGAGE,11.0,MEDICAL,C,18000,,0,0.18,Y,6
32,100000,MORTGAGE,4.0,EDUCATION,A,4500,,0,0.04,N,5
27,100000,MORTGAGE,0.0,VENTURE,C,16000,,0,0.16,Y,6
33,100000,MORTGAGE,2.0,VENTURE,C,7000,,0,0.07,N,6
28,46400,RENT,6.0,DEBTCONSOLIDATION,C,14125,,0,0.3,N,5
27,101000,MORTGAGE,1.0,PERSONAL,D,20000,,0,0.2,N,8
27,101004,MORTGAGE,3.0,MEDICAL,B,12000,,0,0.12,N,9
31,101004,MORTGAGE,3.0,DEBTCONSOLIDATION,C,17000,,0,0.17,N,8
33,102000,MORTGAGE,17.0,VENTURE,E,35000,,0,0.34,Y,8
31,102000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,14400,,0,0.14,N,6
31,102672,OWN,,EDUCATION,A,10000,7.9,0,0.1,N,10
33,102996,MORTGAGE,4.0,EDUCATION,A,6000,,0,0.06,N,8
32,84000,RENT,,PERSONAL,B,14400,11.99,0,0.17,N,6
31,103000,MORTGAGE,3.0,VENTURE,B,15000,,0,0.15,N,6
29,103089,MORTGAGE,2.0,EDUCATION,A,7000,,0,0.07,N,9
34,103363,MORTGAGE,4.0,DEBTCONSOLIDATION,B,15000,,0,0.15,N,8
28,103800,MORTGAGE,,MEDICAL,C,10000,14.27,0,0.1,Y,8
33,104000,MORTGAGE,3.0,EDUCATION,A,16000,,0,0.15,N,9
27,104000,OWN,10.0,EDUCATION,B,35000,,0,0.34,N,10
30,96000,RENT,4.0,PERSONAL,B,14400,,0,0.15,N,8
28,104000,MORTGAGE,12.0,PERSONAL,D,20000,,0,0.19,N,9
30,50000,RENT,3.0,DEBTCONSOLIDATION,C,14475,,0,0.29,Y,6
30,30000,RENT,1.0,PERSONAL,B,14500,,1,0.48,N,8
27,105000,MORTGAGE,11.0,EDUCATION,A,28000,,0,0.27,N,7
29,105000,MORTGAGE,,HOMEIMPROVEMENT,A,3000,5.99,0,0.03,N,6
35,105000,MORTGAGE,11.0,EDUCATION,A,10000,,0,0.1,N,10
30,105000,MORTGAGE,14.0,MEDICAL,B,7725,,0,0.07,N,9
28,105000,MORTGAGE,12.0,EDUCATION,A,7000,,0,0.07,N,10
28,105000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,24000,,0,0.23,N,6
28,76113,RENT,,HOMEIMPROVEMENT,C,14500,12.61,1,0.19,N,7
31,40000,RENT,2.0,DEBTCONSOLIDATION,C,14600,,1,0.36,Y,5
29,93924,MORTGAGE,7.0,DEBTCONSOLIDATION,D,8400,,1,0.09,N,10
29,105996,MORTGAGE,0.0,DEBTCONSOLIDATION,B,19400,,0,0.18,N,6
30,106000,MORTGAGE,11.0,VENTURE,F,10000,,0,0.09,N,9
32,106000,MORTGAGE,3.0,MEDICAL,A,10000,,0,0.09,N,7
32,106300,MORTGAGE,13.0,PERSONAL,A,20000,,0,0.19,N,5
29,106300,MORTGAGE,9.0,PERSONAL,A,6000,,0,0.06,N,7
35,106500,MORTGAGE,4.0,PERSONAL,A,14550,,0,0.14,N,10
35,106800,MORTGAGE,,DEBTCONSOLIDATION,A,8000,6.92,0,0.07,N,9
27,32000,RENT,0.0,DEBTCONSOLIDATION,B,15000,,1,0.47,N,7
28,32568,RENT,3.0,EDUCATION,D,15000,,1,0.46,N,9
30,107000,MORTGAGE,2.0,PERSONAL,A,5000,,0,0.05,N,7
29,107220,MORTGAGE,9.0,HOMEIMPROVEMENT,B,10000,,0,0.09,N,10
31,96000,MORTGAGE,7.0,VENTURE,C,25000,,1,0.26,N,5
27,108000,MORTGAGE,11.0,EDUCATION,B,21600,,0,0.2,N,10
34,108000,MORTGAGE,,PERSONAL,A,10000,6.91,0,0.09,N,6
29,108996,MORTGAGE,12.0,VENTURE,E,22000,,0,0.2,Y,5
33,109000,MORTGAGE,,MEDICAL,B,15000,11.49,0,0.14,N,5
28,33000,RENT,10.0,PERSONAL,A,15000,,1,0.45,N,6
34,110000,OWN,9.0,HOMEIMPROVEMENT,B,20000,,0,0.18,N,9
28,110000,MORTGAGE,12.0,PERSONAL,B,22400,,0,0.2,N,6
30,110000,MORTGAGE,12.0,MEDICAL,B,5000,,0,0.05,N,10
33,42000,RENT,8.0,MEDICAL,D,2000,,0,0.05,Y,9
27,110000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,15000,,0,0.14,N,10
31,83300,MORTGAGE,9.0,MEDICAL,D,10000,,1,0.1,Y,5
27,110000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,25000,,0,0.23,N,6
35,110000,MORTGAGE,7.0,VENTURE,B,6000,,0,0.05,N,6
28,110004,MORTGAGE,2.0,HOMEIMPROVEMENT,B,15000,,0,0.14,N,6
33,110004,MORTGAGE,15.0,MEDICAL,B,12000,,0,0.11,N,7
28,30144,RENT,,EDUCATION,D,15000,15.95,1,0.5,Y,7
30,112000,OWN,6.0,VENTURE,A,12000,,0,0.11,N,10
28,100000,MORTGAGE,4.0,VENTURE,D,25000,,1,0.25,N,6
34,40000,RENT,2.0,PERSONAL,A,15000,,1,0.38,N,6
27,112548,MORTGAGE,11.0,DEBTCONSOLIDATION,A,24000,,0,0.21,N,7
32,113000,MORTGAGE,1.0,EDUCATION,A,5000,,0,0.04,N,6
28,114000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,12000,,0,0.11,N,5
29,114000,MORTGAGE,11.0,MEDICAL,A,14000,,0,0.12,N,6
30,43000,RENT,3.0,VENTURE,A,15000,,1,0.35,N,8
27,44000,RENT,2.0,MEDICAL,B,15000,,1,0.34,N,6
28,44104,RENT,4.0,VENTURE,B,15000,,1,0.34,N,10
28,115000,MORTGAGE,3.0,MEDICAL,A,18500,,0,0.16,N,7
28,115000,MORTGAGE,8.0,MEDICAL,A,28000,,0,0.24,N,5
27,115000,MORTGAGE,11.0,VENTURE,B,5000,,0,0.04,N,5
27,115000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,24000,,0,0.21,N,7
35,45000,RENT,3.0,DEBTCONSOLIDATION,C,15000,,1,0.33,N,8
32,115200,MORTGAGE,3.0,MEDICAL,A,10200,,0,0.09,N,9
27,47000,RENT,,DEBTCONSOLIDATION,A,15000,8.49,1,0.32,N,10
33,117000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,18000,,0,0.15,N,8
28,47881,RENT,12.0,DEBTCONSOLIDATION,B,15000,,1,0.31,N,7
27,119000,MORTGAGE,0.0,MEDICAL,B,8800,,0,0.07,N,7
34,119000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,6000,,0,0.05,N,10
29,120000,MORTGAGE,2.0,PERSONAL,D,7000,,0,0.06,N,8
35,120000,MORTGAGE,2.0,PERSONAL,A,8000,,0,0.07,N,10
27,120000,MORTGAGE,,DEBTCONSOLIDATION,A,20000,7.51,0,0.17,N,6
30,120000,MORTGAGE,13.0,EDUCATION,B,15000,,0,0.13,N,8
30,108000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,4925,,1,0.05,N,9
32,120000,MORTGAGE,13.0,EDUCATION,B,2000,,0,0.02,N,5
28,120000,MORTGAGE,0.0,PERSONAL,B,20000,,0,0.17,N,5
31,40000,RENT,9.0,VENTURE,A,1600,,0,0.04,N,8
27,120000,MORTGAGE,11.0,EDUCATION,E,20000,,0,0.17,Y,7
34,51600,RENT,,MEDICAL,D,1600,15.21,1,0.03,Y,6
27,120000,MORTGAGE,7.0,EDUCATION,A,3775,,0,0.03,N,6
34,120579,MORTGAGE,9.0,DEBTCONSOLIDATION,C,9600,,0,0.08,Y,7
29,121722,MORTGAGE,8.0,DEBTCONSOLIDATION,A,7200,,0,0.06,N,7
28,123504,MORTGAGE,12.0,VENTURE,B,18000,,0,0.15,N,7
27,124000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,24250,,0,0.2,N,7
30,125000,MORTGAGE,14.0,VENTURE,C,7000,,0,0.06,N,7
28,24000,OWN,,VENTURE,A,3000,6.91,0,0.13,N,5
30,24000,OWN,,PERSONAL,A,6000,5.79,0,0.25,N,9
31,24000,OWN,4.0,MEDICAL,D,2500,,0,0.1,Y,7
27,125000,MORTGAGE,7.0,HOMEIMPROVEMENT,D,20000,,0,0.16,Y,5
27,57720,RENT,12.0,DEBTCONSOLIDATION,C,15000,,0,0.26,N,6
33,24000,OWN,2.0,HOMEIMPROVEMENT,B,1875,,0,0.08,N,9
32,128004,OWN,0.0,VENTURE,A,11000,,0,0.09,N,8
30,130000,MORTGAGE,14.0,VENTURE,B,4000,,0,0.03,N,6
27,130000,OWN,12.0,VENTURE,B,21000,,0,0.16,N,9
30,22800,OWN,,VENTURE,A,7000,7.51,0,0.31,N,8
30,22584,OWN,,MEDICAL,A,5000,7.51,0,0.22,N,10
32,132000,MORTGAGE,2.0,VENTURE,A,18000,,0,0.14,N,5
34,65000,RENT,3.0,PERSONAL,D,15000,,0,0.23,Y,6
30,134000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,5600,,0,0.04,N,5
28,51850,RENT,12.0,MEDICAL,F,15000,,1,0.25,N,9
33,135000,MORTGAGE,6.0,MEDICAL,B,22250,,0,0.16,N,9
32,135000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,16000,,0,0.12,N,10
35,136000,MORTGAGE,0.0,EDUCATION,D,15000,,0,0.11,Y,9
28,21084,OWN,,EDUCATION,A,7750,7.51,0,0.37,N,9
29,139500,MORTGAGE,4.0,HOMEIMPROVEMENT,A,15000,,0,0.11,N,5
27,140000,MORTGAGE,11.0,MEDICAL,A,2700,,0,0.02,N,9
27,140000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,10000,,0,0.07,N,6
32,140000,MORTGAGE,14.0,HOMEIMPROVEMENT,A,12000,,0,0.09,N,8
29,140000,MORTGAGE,13.0,VENTURE,A,12600,,0,0.09,N,6
34,128000,MORTGAGE,2.0,DEBTCONSOLIDATION,D,3000,,1,0.02,N,10
27,140000,MORTGAGE,2.0,EDUCATION,B,14000,,0,0.1,N,5
34,140004,MORTGAGE,4.0,DEBTCONSOLIDATION,A,12000,,0,0.09,N,8
28,141996,MORTGAGE,3.0,VENTURE,A,13000,,0,0.09,N,7
32,130000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,5000,,1,0.04,N,9
35,144000,MORTGAGE,0.0,EDUCATION,A,35000,,0,0.24,N,9
28,144000,MORTGAGE,12.0,PERSONAL,A,30000,,0,0.21,N,5
33,144000,MORTGAGE,13.0,EDUCATION,D,19000,,0,0.13,N,8
28,145000,MORTGAGE,9.0,VENTURE,B,25000,,0,0.17,N,9
30,79000,RENT,5.0,EDUCATION,F,15000,,0,0.19,N,7
30,145000,MORTGAGE,4.0,EDUCATION,B,12000,,0,0.08,N,8
28,133000,MORTGAGE,6.0,DEBTCONSOLIDATION,E,20000,,1,0.15,Y,5
32,66725,RENT,4.0,MEDICAL,B,15000,,1,0.19,N,5
32,150000,OWN,3.0,HOMEIMPROVEMENT,C,8000,,0,0.05,Y,6
30,19200,OWN,,PERSONAL,A,2100,7.14,0,0.11,N,5
33,150000,MORTGAGE,12.0,EDUCATION,B,13125,,0,0.09,N,9
30,150000,OWN,5.0,PERSONAL,D,5425,,0,0.04,Y,5
35,87000,RENT,6.0,VENTURE,B,15000,,0,0.17,N,7
29,150000,MORTGAGE,,DEBTCONSOLIDATION,A,14000,5.79,0,0.09,N,9
31,18996,OWN,6.0,HOMEIMPROVEMENT,C,7000,,1,0.37,N,8
27,150000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,20000,,0,0.13,N,9
27,150000,MORTGAGE,2.0,MEDICAL,A,18000,,0,0.12,N,5
28,150000,MORTGAGE,4.0,EDUCATION,B,20000,,0,0.13,N,8
28,150000,MORTGAGE,12.0,EDUCATION,C,10000,,0,0.07,Y,6
30,150000,MORTGAGE,8.0,PERSONAL,A,5000,,0,0.03,N,9
31,29000,RENT,14.0,HOMEIMPROVEMENT,C,15075,,1,0.52,N,10
32,155000,MORTGAGE,8.0,MEDICAL,C,8000,,0,0.05,Y,6
34,156000,MORTGAGE,9.0,MEDICAL,A,25000,,0,0.16,N,9
27,159600,MORTGAGE,1.0,HOMEIMPROVEMENT,B,25000,,0,0.16,N,8
27,160000,MORTGAGE,,DEBTCONSOLIDATION,B,6000,10.99,0,0.04,N,6
34,160000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,7500,,0,0.05,N,10
27,166000,MORTGAGE,11.0,HOMEIMPROVEMENT,E,30000,,0,0.18,N,9
28,168000,OWN,12.0,MEDICAL,A,6800,,0,0.04,N,7
28,170000,MORTGAGE,0.0,EDUCATION,A,10000,,0,0.06,N,5
28,170000,MORTGAGE,4.0,EDUCATION,D,20000,,0,0.12,Y,10
28,170000,MORTGAGE,3.0,MEDICAL,B,4000,,0,0.02,N,10
30,172000,MORTGAGE,13.0,VENTURE,B,20000,,0,0.12,N,8
27,175000,MORTGAGE,11.0,VENTURE,B,21000,,0,0.12,N,6
32,175000,MORTGAGE,17.0,HOMEIMPROVEMENT,B,24000,,0,0.14,N,7
29,175000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,10000,,0,0.06,N,9
30,175000,MORTGAGE,15.0,VENTURE,D,25000,,0,0.14,Y,10
31,176600,MORTGAGE,15.0,DEBTCONSOLIDATION,C,3500,,0,0.02,Y,7
27,180000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,16000,,0,0.09,N,8
29,180000,MORTGAGE,2.0,MEDICAL,A,20000,,0,0.11,N,10
32,180000,MORTGAGE,2.0,PERSONAL,C,15600,,0,0.09,Y,10
27,105000,RENT,1.0,HOMEIMPROVEMENT,B,16000,,0,0.15,N,8
34,185000,MORTGAGE,18.0,DEBTCONSOLIDATION,C,18250,,0,0.1,Y,5
30,110000,RENT,9.0,HOMEIMPROVEMENT,C,16000,,0,0.15,Y,6
35,200000,MORTGAGE,3.0,EDUCATION,C,25000,,0,0.13,Y,7
29,108000,RENT,11.0,EDUCATION,B,16000,,1,0.15,N,7
31,200000,MORTGAGE,,VENTURE,A,9000,7.88,0,0.04,N,6
30,200000,OWN,14.0,VENTURE,A,16000,,0,0.08,N,5
29,200000,MORTGAGE,9.0,MEDICAL,B,6000,,0,0.03,N,8
32,130000,RENT,0.0,PERSONAL,A,16000,,0,0.12,N,10
28,201000,OWN,4.0,VENTURE,A,12000,,0,0.06,N,8
27,185300,MORTGAGE,11.0,MEDICAL,D,35000,,1,0.16,Y,5
27,82000,RENT,,DEBTCONSOLIDATION,B,19200,9.99,0,0.23,N,8
27,264000,MORTGAGE,0.0,MEDICAL,A,35000,,0,0.13,N,5
27,275000,MORTGAGE,11.0,VENTURE,B,35000,,0,0.13,N,6
27,300000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,35000,,0,0.12,N,8
30,310000,MORTGAGE,13.0,DEBTCONSOLIDATION,B,14000,,0,0.05,N,10
30,372000,OWN,,HOMEIMPROVEMENT,B,2400,10.99,0,0.01,N,5
30,9600,RENT,,PERSONAL,A,1800,5.99,1,0.19,N,8
28,9081,RENT,,HOMEIMPROVEMENT,B,3000,10.25,1,0.33,N,6
31,8412,OWN,,PERSONAL,A,2500,7.14,1,0.3,N,8
31,8000,RENT,0.0,EDUCATION,A,4000,,1,0.5,N,7
29,7200,RENT,,VENTURE,B,2200,9.91,1,0.31,N,9
32,4200,RENT,,PERSONAL,C,1200,12.73,1,0.29,N,9
27,150000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,18000,,0,0.12,N,7
28,60000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,4800,,0,0.08,N,5
27,100000,MORTGAGE,11.0,PERSONAL,A,14400,,0,0.14,N,8
34,23000,OWN,2.0,VENTURE,A,2500,,0,0.11,N,9
27,58000,RENT,11.0,VENTURE,A,7000,,0,0.12,N,9
29,22000,RENT,0.0,DEBTCONSOLIDATION,B,8000,,1,0.36,N,5
28,32568,RENT,3.0,EDUCATION,D,15000,,1,0.46,N,10
33,66000,OWN,16.0,HOMEIMPROVEMENT,A,3500,,0,0.05,N,5
30,58000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,13200,,0,0.23,N,5
29,55000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,5000,,0,0.09,N,10
28,40000,RENT,1.0,PERSONAL,C,1700,,0,0.04,Y,9
27,225000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,14000,,0,0.06,N,6
30,25000,RENT,,PERSONAL,B,3500,11.11,0,0.14,N,6
30,60000,RENT,8.0,MEDICAL,A,5000,,0,0.08,N,8
34,29152,RENT,,DEBTCONSOLIDATION,B,5000,10.36,0,0.17,N,10
33,66500,MORTGAGE,1.0,EDUCATION,A,9200,,0,0.14,N,6
35,65000,MORTGAGE,,DEBTCONSOLIDATION,A,6500,5.42,0,0.1,N,7
33,21600,RENT,2.0,DEBTCONSOLIDATION,C,6500,,0,0.3,Y,5
27,84000,RENT,8.0,VENTURE,C,7200,,0,0.09,N,10
30,110000,MORTGAGE,12.0,HOMEIMPROVEMENT,B,5000,,0,0.05,N,7
29,30000,MORTGAGE,3.0,MEDICAL,B,4000,,0,0.13,N,7
27,49600,RENT,2.0,VENTURE,D,8400,,1,0.17,Y,5
35,82863,RENT,14.0,EDUCATION,A,11000,,0,0.13,N,9
33,57500,RENT,2.0,MEDICAL,B,2000,,0,0.03,N,5
27,27180,RENT,,DEBTCONSOLIDATION,A,4800,7.14,0,0.18,N,5
27,75000,MORTGAGE,4.0,VENTURE,B,6625,,0,0.09,N,9
29,56700,MORTGAGE,9.0,EDUCATION,C,10000,,0,0.18,Y,5
30,50000,MORTGAGE,0.0,EDUCATION,C,10000,,0,0.2,N,5
31,35142,RENT,,EDUCATION,B,8000,11.11,0,0.23,N,10
31,73000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,15000,,0,0.21,N,9
30,34000,RENT,1.0,HOMEIMPROVEMENT,C,7500,,1,0.22,Y,8
33,72000,MORTGAGE,,VENTURE,A,5000,6.99,0,0.07,N,7
29,175000,MORTGAGE,2.0,MEDICAL,A,10000,,0,0.06,N,7
34,108000,MORTGAGE,,MEDICAL,A,10000,6.91,0,0.09,N,8
27,91800,MORTGAGE,11.0,MEDICAL,E,20000,,1,0.19,Y,9
28,50000,RENT,4.0,PERSONAL,B,7200,,0,0.14,N,9
28,59160,MORTGAGE,2.0,PERSONAL,B,23500,,0,0.4,N,6
32,105000,RENT,15.0,EDUCATION,B,3000,,0,0.03,N,7
